geoid,ctname,agg_income,agg_income_m
1400000US36047004500,"Census Tract 45, Kings County, New York",315655200,56119077
1400000US36047004600,"Census Tract 46, Kings County, New York",88698800,14864873
1400000US36047004700,"Census Tract 47, Kings County, New York",144922300,34404255
1400000US36047004900,"Census Tract 49, Kings County, New York",229038400,46157459
1400000US36047005000,"Census Tract 50, Kings County, New York",147182100,25526273
1400000US36047005100,"Census Tract 51, Kings County, New York",247123600,50161808
1400000US36047005201,"Census Tract 52.01, Kings County, New York",154928100,62152361
1400000US36047005202,"Census Tract 52.02, Kings County, New York",191656200,34960556
1400000US36047005301,"Census Tract 53.01, Kings County, New York",147421300,30632840
1400000US36047005302,"Census Tract 53.02, Kings County, New York",3671400,3293296
1400000US36047005303,"Census Tract 53.03, Kings County, New York", ,**
1400000US36047005400,"Census Tract 54, Kings County, New York",222247000,49764619
1400000US36047005601,"Census Tract 56.01, Kings County, New York",144897400,31098483
1400000US36047005602,"Census Tract 56.02, Kings County, New York",102556600,23466647
1400000US36047005800,"Census Tract 58, Kings County, New York",131144700,23201272
1400000US36047005900,"Census Tract 59, Kings County, New York",83669200,25862263
1400000US36047006000,"Census Tract 60, Kings County, New York",135732700,32279998
1400000US36047006200,"Census Tract 62, Kings County, New York",111593400,21450557
1400000US36047006300,"Census Tract 63, Kings County, New York",191764500,31341731
1400000US36047006400,"Census Tract 64, Kings County, New York",131639900,24023642
1400000US36047006500,"Census Tract 65, Kings County, New York",567675000,148710744
1400000US36047006600,"Census Tract 66, Kings County, New York",181523200,31853776
1400000US36047006700,"Census Tract 67, Kings County, New York",472074600,118415528
1400000US36047006800,"Census Tract 68, Kings County, New York",147631100,27507438
1400000US36047006901,"Census Tract 69.01, Kings County, New York",139384700,22871816
1400000US36047006902,"Census Tract 69.02, Kings County, New York",224139100,51608160
1400000US36047007000,"Census Tract 70, Kings County, New York",149819400,43411929
1400000US36047007100,"Census Tract 71, Kings County, New York",183477100,79111936
1400000US36047007200,"Census Tract 72, Kings County, New York",41365900,9446101
1400000US36047007400,"Census Tract 74, Kings County, New York",127603300,31769153
1400000US36047007500,"Census Tract 75, Kings County, New York",428533300,109501659
1400000US36047007600,"Census Tract 76, Kings County, New York",122638400,34449476
1400000US36047007700,"Census Tract 77, Kings County, New York",656030400,255754344
1400000US36047007800,"Census Tract 78, Kings County, New York",108546100,22742419
1400000US36047008000,"Census Tract 80, Kings County, New York",112760100,26553895
1400000US36047008200,"Census Tract 82, Kings County, New York",124539800,32792528
1400000US36047008400,"Census Tract 84, Kings County, New York",108287300,27159074
1400000US36047008500,"Census Tract 85, Kings County, New York",90704700,35028931
1400000US36047008600,"Census Tract 86, Kings County, New York", ,**
1400000US36047008800,"Census Tract 88, Kings County, New York",87821000,21044511
1400000US36047009001,"Census Tract 90.01, Kings County, New York",30254800,7494374
1400000US36047009002,"Census Tract 90.02, Kings County, New York",33973500,8000575
1400000US36047009201,"Census Tract 92.01, Kings County, New York",57799000,25139837
1400000US36047009202,"Census Tract 92.02, Kings County, New York",79418800,13757121
1400000US36047009401,"Census Tract 94.01, Kings County, New York",38920200,9993270
1400000US36047009402,"Census Tract 94.02, Kings County, New York",78469300,23166454
1400000US36047009600,"Census Tract 96, Kings County, New York",149422700,22786374
1400000US36047009800,"Census Tract 98, Kings County, New York",116235300,28293147
1400000US36047010000,"Census Tract 100, Kings County, New York",113486300,27617223
1400000US36047010100,"Census Tract 101, Kings County, New York",217995900,123357697
1400000US36047010200,"Census Tract 102, Kings County, New York",95318200,22088968
1400000US36047010401,"Census Tract 104.01, Kings County, New York",44806900,16921368
1400000US36047010402,"Census Tract 104.02, Kings County, New York",35861600,9991535
1400000US36047010601,"Census Tract 106.01, Kings County, New York",47611800,14643579
1400000US36047010602,"Census Tract 106.02, Kings County, New York",39343600,16673589
1400000US36047010801,"Census Tract 108.01, Kings County, New York",39131600,12219035
1400000US36047010802,"Census Tract 108.02, Kings County, New York",38690600,11854825
1400000US36047011000,"Census Tract 110, Kings County, New York",36158300,7954178
1400000US36047011200,"Census Tract 112, Kings County, New York",113435900,23799389
1400000US36047011400,"Census Tract 114, Kings County, New York",59544800,19379976
1400000US36047011600,"Census Tract 116, Kings County, New York",52110500,14671163
1400000US36047011700,"Census Tract 117, Kings County, New York",162965200,38174475
1400000US36047011800,"Census Tract 118, Kings County, New York",52331200,16322821
1400000US36047011901,"Census Tract 119.01, Kings County, New York",112911200,35371018
1400000US36047011902,"Census Tract 119.02, Kings County, New York", ,**
1400000US36047012000,"Census Tract 120, Kings County, New York",20751900,7572590
1400000US36047012100,"Census Tract 121, Kings County, New York",124358500,26772719
1400000US36047012200,"Census Tract 122, Kings County, New York",120031700,28237600
1400000US36047012600,"Census Tract 126, Kings County, New York",68990200,17083903
1400000US36047012700,"Census Tract 127, Kings County, New York",205650900,45860359
1400000US36047012801,"Census Tract 128.01, Kings County, New York",65010100,33939760
1400000US36047012901,"Census Tract 129.01, Kings County, New York",229798400,64952716
1400000US36047012902,"Census Tract 129.02, Kings County, New York",239146300,42882354
1400000US36047013000,"Census Tract 130, Kings County, New York",158244100,26763310
1400000US36047013100,"Census Tract 131, Kings County, New York",380603600,85107922
1400000US36047013200,"Census Tract 132, Kings County, New York",67978400,21309501
1400000US36047013300,"Census Tract 133, Kings County, New York",532595400,99875597
1400000US36047013400,"Census Tract 134, Kings County, New York",166724800,24289664
1400000US36047013500,"Census Tract 135, Kings County, New York",385859900,78828707
1400000US36047013600,"Census Tract 136, Kings County, New York",190164900,33628388
1400000US36047013700,"Census Tract 137, Kings County, New York",286482000,58703711
1400000US36047013800,"Census Tract 138, Kings County, New York",132129600,20739179
1400000US36047013900,"Census Tract 139, Kings County, New York",282055400,53208993
1400000US36047014000,"Census Tract 140, Kings County, New York",76337600,13317910
1400000US36047014101,"Census Tract 141.01, Kings County, New York",67197600,18270696
1400000US36047014102,"Census Tract 141.02, Kings County, New York",139684800,25242794
1400000US36047014200,"Census Tract 142, Kings County, New York",106511000,21024707
1400000US36047014300,"Census Tract 143, Kings County, New York",211925700,40076403
1400000US36047014500,"Census Tract 145, Kings County, New York",259824800,54972022
1400000US36047014700,"Census Tract 147, Kings County, New York",131171200,24257482
1400000US36047014800,"Census Tract 148, Kings County, New York",58753800,23424327
1400000US36047014901,"Census Tract 149.01, Kings County, New York",120738900,27248007
1400000US36047014902,"Census Tract 149.02, Kings County, New York",296825100,69815875
1400000US36047015000,"Census Tract 150, Kings County, New York",59259500,13682253
1400000US36047015100,"Census Tract 151, Kings County, New York",385877300,54970857
1400000US36047015200,"Census Tract 152, Kings County, New York",123036400,25413007
1400000US36047015300,"Census Tract 153, Kings County, New York",241289300,52707293
1400000US36047015400,"Census Tract 154, Kings County, New York", ,**
1400000US36047015500,"Census Tract 155, Kings County, New York",400071400,99059462
1400000US36047015700,"Census Tract 157, Kings County, New York",492199000,103840826
1400000US36047015900,"Census Tract 159, Kings County, New York",563341100,112406862
1400000US36047016000,"Census Tract 160, Kings County, New York",157683100,25705126
1400000US36047016100,"Census Tract 161, Kings County, New York",354455300,89174566
1400000US36047016200,"Census Tract 162, Kings County, New York",130807200,25622235
1400000US36047016300,"Census Tract 163, Kings County, New York",326158000,66137956
1400000US36047016400,"Census Tract 164, Kings County, New York",40248600,12788167
1400000US36047016500,"Census Tract 165, Kings County, New York",834316300,230368911
1400000US36047016600,"Census Tract 166, Kings County, New York",104058400,17943737
1400000US36047016700,"Census Tract 167, Kings County, New York",436329400,104416431
1400000US36047016800,"Census Tract 168, Kings County, New York",89739100,27987807
1400000US36047016900,"Census Tract 169, Kings County, New York",394407400,90117835
1400000US36047017000,"Census Tract 170, Kings County, New York",108904400,29445541
1400000US36047017100,"Census Tract 171, Kings County, New York",355110000,60958221
1400000US36047017200,"Census Tract 172, Kings County, New York",143908900,40837697
1400000US36047017400,"Census Tract 174, Kings County, New York",93009100,17393683
1400000US36047017500,"Census Tract 175, Kings County, New York", ,**
1400000US36047017600,"Census Tract 176, Kings County, New York",110832700,23130878
1400000US36047017700,"Census Tract 177, Kings County, New York", ,**
1400000US36047017800,"Census Tract 178, Kings County, New York",80665300,18865606
1400000US36047017900,"Census Tract 179, Kings County, New York",187717600,28984774
1400000US36047018000,"Census Tract 180, Kings County, New York",100989000,21676343
1400000US36047018100,"Census Tract 181, Kings County, New York",341758600,99594028
1400000US36047018200,"Census Tract 182, Kings County, New York",91106700,17602350
1400000US36047018300,"Census Tract 183, Kings County, New York",265462500,60047112
1400000US36047018400,"Census Tract 184, Kings County, New York",78906900,15021066
1400000US36047018501,"Census Tract 185.01, Kings County, New York",130312300,49341182
1400000US36047018600,"Census Tract 186, Kings County, New York",71522400,15519561
1400000US36047018700,"Census Tract 187, Kings County, New York",90623600,26435235
1400000US36047018800,"Census Tract 188, Kings County, New York",91188600,15541304
1400000US36047019000,"Census Tract 190, Kings County, New York",158474400,34663648
1400000US36047019100,"Census Tract 191, Kings County, New York",180563900,40918310
1400000US36047019200,"Census Tract 192, Kings County, New York",47976600,9863202
1400000US36047019300,"Census Tract 193, Kings County, New York",228306600,49322996
1400000US36047019400,"Census Tract 194, Kings County, New York",79724700,29562912
1400000US36047019500,"Census Tract 195, Kings County, New York",200898400,32497406
1400000US36047019600,"Census Tract 196, Kings County, New York",132126300,41780989
1400000US36047019700,"Census Tract 197, Kings County, New York",301933400,45154484
1400000US36047019800,"Census Tract 198, Kings County, New York",65970900,19985276
1400000US36047019900,"Census Tract 199, Kings County, New York",343820300,71187679
1400000US36047020000,"Census Tract 200, Kings County, New York",65964500,15026910
1400000US36047020100,"Census Tract 201, Kings County, New York",333824000,61195140
1400000US36047020200,"Census Tract 202, Kings County, New York",66310400,16106249
1400000US36047020300,"Census Tract 203, Kings County, New York",136161200,21965519
1400000US36047020400,"Census Tract 204, Kings County, New York",129948400,41384237
1400000US36047020500,"Census Tract 205, Kings County, New York",259667100,65459944
1400000US36047020600,"Census Tract 206, Kings County, New York",104867500,22945096
1400000US36047020700,"Census Tract 207, Kings County, New York",433520100,72217949
